naslov,ESRB_deskriptor
Mass Effect,Blood
Mass Effect,Language
Mass Effect,Nudity
Mass Effect,Partial Nudity
Mass Effect,Sexual Themes
Mass Effect,Violence
The Operative: No One Lives Forever,Blood
The Operative: No One Lives Forever,Violence
Forza Motorsport 4,Animated Blood
Forza Motorsport 4,Blood
Resident Evil,Animated Blood
Resident Evil,Blood
Resident Evil,Blood and Gore
Resident Evil,Violence
Battlefield 2,Violence
Tony Hawk's Pro Skater 3,Blood
Tony Hawk's Pro Skater 3,Lyrics
Tony Hawk's Pro Skater 3,Suggestive Themes
Street Fighter IV,Alcohol Reference
Street Fighter IV,Suggestive Themes
Street Fighter IV,Violence
Fallout 3,Blood
Fallout 3,Blood and Gore
Fallout 3,Intense Violence
Fallout 3,Language
Fallout 3,Sexual Themes
Fallout 3,Strong Language
Fallout 3,Use of Drugs
Fallout 3,Violence
Batman: Arkham City,Alcohol Reference
Batman: Arkham City,Blood
Batman: Arkham City,Language
Batman: Arkham City,Suggestive Themes
Batman: Arkham City,Use of Tobacco
Batman: Arkham City,Violence
Planescape: Torment,Animated Blood
Planescape: Torment,Blood
Planescape: Torment,Suggestive Themes
Planescape: Torment,Violence
Gears of War 3,Blood
Gears of War 3,Blood and Gore
Gears of War 3,Intense Violence
Gears of War 3,Language
Gears of War 3,Strong Language
Gears of War 3,Violence
Killzone 2,Blood
Killzone 2,Blood and Gore
Killzone 2,Intense Violence
Killzone 2,Language
Killzone 2,Strong Language
Killzone 2,Violence
Neverwinter Nights,Blood
Neverwinter Nights,Violence
Batman: Arkham Asylum,Alcohol Reference
Batman: Arkham Asylum,Blood
Batman: Arkham Asylum,Language
Batman: Arkham Asylum,Suggestive Themes
Batman: Arkham Asylum,Tobacco Reference
Batman: Arkham Asylum,Violence
Castlevania: Aria of Sorrow,Animated Blood
Castlevania: Aria of Sorrow,Blood
Castlevania: Aria of Sorrow,Violence
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Blood
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,Violence
Legacy of Kain: Soul Reaver,Animated Blood
Legacy of Kain: Soul Reaver,Blood
Legacy of Kain: Soul Reaver,Violence
Dragon Age: Origins,Blood
Dragon Age: Origins,Intense Violence
Dragon Age: Origins,Language
Dragon Age: Origins,Nudity
Dragon Age: Origins,Partial Nudity
Dragon Age: Origins,Sexual Content
Dragon Age: Origins,Violence
Golden Sun,Mild Violence
Golden Sun,Violence
Rayman Legends,Comic Mischief
Rayman Legends,Violence
Mark of the Ninja,Blood
Mark of the Ninja,Blood and Gore
Mark of the Ninja,Intense Violence
Mark of the Ninja,Language
Mark of the Ninja,Strong Language
Mark of the Ninja,Violence
Far Cry 3,Blood
Far Cry 3,Blood and Gore
Far Cry 3,Intense Violence
Far Cry 3,Language
Far Cry 3,Nudity
Far Cry 3,Sexual Content
Far Cry 3,Strong Language
Far Cry 3,Strong Sexual Content
Far Cry 3,Use of Drugs
Far Cry 3,Violence
Call of Duty,Blood
Call of Duty,Violence
Assassin's Creed II,Blood
Assassin's Creed II,Intense Violence
Assassin's Creed II,Language
Assassin's Creed II,Sexual Content
Assassin's Creed II,Strong Language
Assassin's Creed II,Violence
Project Gotham Racing 2,Lyrics
The Sims 2,Crude Humor
The Sims 2,Sexual Themes
The Sims 2,Violence
World of Warcraft: Cataclysm,Blood
World of Warcraft: Cataclysm,Blood and Gore
World of Warcraft: Cataclysm,Crude Humor
World of Warcraft: Cataclysm,Language
World of Warcraft: Cataclysm,Suggestive Themes
World of Warcraft: Cataclysm,Use of Alcohol
World of Warcraft: Cataclysm,Violence
Half-Life 2,Blood
Half-Life 2,Blood and Gore
Half-Life 2,Intense Violence
Half-Life 2,Violence
Rayman 2: The Great Escape,Violence
Bayonetta,Blood
Bayonetta,Blood and Gore
Bayonetta,Intense Violence
Bayonetta,Language
Bayonetta,Nudity
Bayonetta,Partial Nudity
Bayonetta,Strong Language
Bayonetta,Suggestive Themes
Bayonetta,Violence
Far Cry 3,Blood
Far Cry 3,Blood and Gore
Far Cry 3,Intense Violence
Far Cry 3,Language
Far Cry 3,Nudity
Far Cry 3,Sexual Content
Far Cry 3,Strong Language
Far Cry 3,Strong Sexual Content
Far Cry 3,Use of Drugs
Far Cry 3,Violence
ICO,Violence
Tom Clancy's Ghost Recon Advanced Warfighter,Blood
Tom Clancy's Ghost Recon Advanced Warfighter,Language
Tom Clancy's Ghost Recon Advanced Warfighter,Violence
World of Goo,Comic Mischief
Tony Hawk's Underground,Blood
Tony Hawk's Underground,Language
Tony Hawk's Underground,Mild Violence
Tony Hawk's Underground,Strong Language
Tony Hawk's Underground,Suggestive Themes
Tony Hawk's Underground,Violence
Marvel vs. Capcom 2,Blood
Marvel vs. Capcom 2,Suggestive Themes
Marvel vs. Capcom 2,Violence
Ape Escape,Violence
Syphon Filter,Animated Blood
Syphon Filter,Blood
Syphon Filter,Violence
Mario & Luigi: Bowser's Inside Story,Comic Mischief
Mario & Luigi: Bowser's Inside Story,Violence
Grand Theft Auto IV: The Lost and Damned,Blood
Grand Theft Auto IV: The Lost and Damned,Intense Violence
Grand Theft Auto IV: The Lost and Damned,Language
Grand Theft Auto IV: The Lost and Damned,Nudity
Grand Theft Auto IV: The Lost and Damned,Sexual Content
Grand Theft Auto IV: The Lost and Damned,Strong Language
Grand Theft Auto IV: The Lost and Damned,Strong Sexual Content
Grand Theft Auto IV: The Lost and Damned,Use of Drugs
Grand Theft Auto IV: The Lost and Damned,Use of Alcohol
Grand Theft Auto IV: The Lost and Damned,Violence
Ratchet & Clank: Going Commando,Mild Violence
Ratchet & Clank: Going Commando,Violence
Black & White,Comic Mischief
Black & White,Violence
Fallout 3,Blood
Fallout 3,Blood and Gore
Fallout 3,Intense Violence
Fallout 3,Language
Fallout 3,Sexual Themes
Fallout 3,Strong Language
Fallout 3,Use of Drugs
Fallout 3,Violence
The Legend of Zelda: Phantom Hourglass,Fantasy Violence
The Legend of Zelda: Phantom Hourglass,Violence
Tony Hawk's Pro Skater 3,Animated Blood
Tony Hawk's Pro Skater 3,Blood
NHL 2001,Violence
Advance Wars: Dual Strike,Violence
Jak and Daxter: The Precursor Legacy,Violence
Star Wars Rogue Leader: Rogue Squadron II,Violence
Burnout Revenge,Violence
Tony Hawk's Pro Skater 3,Blood
Tony Hawk's Pro Skater 3,Lyrics
Tony Hawk's Pro Skater 3,Suggestive Themes
Unreal Tournament,Animated Blood
Unreal Tournament,Blood
Unreal Tournament,Blood and Gore
Unreal Tournament,Violence
Deus Ex,Animated Blood
Deus Ex,Blood
Deus Ex,Violence
Donkey Kong 64,Violence
Panzer Dragoon Orta,Animated Blood
Panzer Dragoon Orta,Blood
Panzer Dragoon Orta,Violence
Portal: Still Alive,Blood
Portal: Still Alive,Mild Violence
Portal: Still Alive,Violence
Half-Life 2: Episode Two,Blood
Half-Life 2: Episode Two,Blood and Gore
Half-Life 2: Episode Two,Intense Violence
Half-Life 2: Episode Two,Language
Half-Life 2: Episode Two,Violence
Braid,Language
Braid,Violence
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,Blood
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,Blood and Gore
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,Intense Violence
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,Language
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,Strong Language
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,Violence
Shin Megami Tensei: Persona 4,Alcohol Reference
Shin Megami Tensei: Persona 4,Animated Blood
Shin Megami Tensei: Persona 4,Blood
Shin Megami Tensei: Persona 4,Language
Shin Megami Tensei: Persona 4,Nudity
Shin Megami Tensei: Persona 4,Partial Nudity
Shin Megami Tensei: Persona 4,Sexual Themes
Shin Megami Tensei: Persona 4,Violence
Tony Hawk's Pro Skater 4,Blood
Tony Hawk's Pro Skater 4,Comic Mischief
Tony Hawk's Pro Skater 4,Lyrics
Tony Hawk's Pro Skater 4,Suggestive Themes
Sid Meier's Civilization III,Mild Violence
Sid Meier's Civilization III,Violence
WWF SmackDown! 2: Know Your Role,Language
WWF SmackDown! 2: Know Your Role,Sexual Themes
WWF SmackDown! 2: Know Your Role,Violence
LIMBO,Animated Blood
LIMBO,Blood
LIMBO,Mild Violence
LIMBO,Violence
Mark of the Ninja,Blood
Mark of the Ninja,Blood and Gore
Mark of the Ninja,Language
Mark of the Ninja,Strong Language
Mark of the Ninja,Violence
Silent Hunter III,Mild Violence
Silent Hunter III,Violence
Assassin's Creed: Brotherhood,Blood
Assassin's Creed: Brotherhood,Language
Assassin's Creed: Brotherhood,Sexual Themes
Assassin's Creed: Brotherhood,Strong Language
Assassin's Creed: Brotherhood,Violence
Okami,Blood
Okami,Blood and Gore
Okami,Crude Humor
Okami,Fantasy Violence
Okami,Suggestive Themes
Okami,Use of Alcohol
Okami,Violence
Super Meat Boy,Animated Blood
Super Meat Boy,Blood
Super Meat Boy,Crude Humor
Super Meat Boy,Language
Super Meat Boy,Violence
Grand Theft Auto: Chinatown Wars,Blood
Grand Theft Auto: Chinatown Wars,Blood and Gore
Grand Theft Auto: Chinatown Wars,Drug Reference
Grand Theft Auto: Chinatown Wars,Language
Grand Theft Auto: Chinatown Wars,Sexual Content
Grand Theft Auto: Chinatown Wars,Strong Language
Grand Theft Auto: Chinatown Wars,Strong Sexual Content
Grand Theft Auto: Chinatown Wars,Violence
Dead Space 2,Blood
Dead Space 2,Blood and Gore
Dead Space 2,Intense Violence
Dead Space 2,Language
Dead Space 2,Strong Language
Dead Space 2,Violence
Pikmin 2,Comic Mischief
Pikmin 2,Mild Violence
Pikmin 2,Violence
Okami HD,Blood
Okami HD,Blood and Gore
Okami HD,Crude Humor
Okami HD,Fantasy Violence
Okami HD,Suggestive Themes
Okami HD,Use of Alcohol
Okami HD,Violence
Grandia II,Language
Grandia II,Violence
Sid Meier's Civilization V,Drug Reference
Sid Meier's Civilization V,Language
Sid Meier's Civilization V,Mild Violence
Sid Meier's Civilization V,Violence
Super Mario 3D Land,Violence
Falcon 4.0: Allied Force,Language
Falcon 4.0: Allied Force,Violence
Deus Ex: Human Revolution,Blood
Deus Ex: Human Revolution,Drug Reference
Deus Ex: Human Revolution,Intense Violence
Deus Ex: Human Revolution,Language
Deus Ex: Human Revolution,Sexual Themes
Deus Ex: Human Revolution,Strong Language
Deus Ex: Human Revolution,Use of Alcohol
Deus Ex: Human Revolution,Violence
XCOM: Enemy Unknown,Blood
XCOM: Enemy Unknown,Blood and Gore
XCOM: Enemy Unknown,Language
XCOM: Enemy Unknown,Strong Language
XCOM: Enemy Unknown,Violence
Metroid Prime 3: Corruption,Animated Blood
Metroid Prime 3: Corruption,Blood
Metroid Prime 3: Corruption,Violence
Banjo-Tooie,Comic Mischief
Banjo-Tooie,Violence
Brothers: A Tale of Two Sons,Blood
Brothers: A Tale of Two Sons,Crude Humor
Brothers: A Tale of Two Sons,Violence
TimeSplitters 2,Violence
Metal Gear Solid HD Collection,Animated Blood
Metal Gear Solid HD Collection,Blood
Metal Gear Solid HD Collection,Blood and Gore
Metal Gear Solid HD Collection,Drug Reference
Metal Gear Solid HD Collection,Intense Violence
Metal Gear Solid HD Collection,Language
Metal Gear Solid HD Collection,Sexual Themes
Metal Gear Solid HD Collection,Suggestive Themes
Metal Gear Solid HD Collection,Use of Tobacco
Metal Gear Solid HD Collection,Violence
Viewtiful Joe,Suggestive Themes
Viewtiful Joe,Violence
Freedom Force,Violence
LIMBO,Animated Blood
LIMBO,Blood
LIMBO,Mild Violence
LIMBO,Violence
Grand Theft Auto IV,Blood
Grand Theft Auto IV,Intense Violence
Grand Theft Auto IV,Language
Grand Theft Auto IV,Nudity
Grand Theft Auto IV,Partial Nudity
Grand Theft Auto IV,Sexual Content
Grand Theft Auto IV,Strong Language
Grand Theft Auto IV,Strong Sexual Content
Grand Theft Auto IV,Use of Drugs
Grand Theft Auto IV,Use of Alcohol
Grand Theft Auto IV,Violence
Total War: Shogun 2,Blood
Total War: Shogun 2,Blood and Gore
Total War: Shogun 2,Violence
Rayman Legends,Comic Mischief
Rayman Legends,Violence
ESPN NHL Hockey,Violence
Rayman 2 Revolution,Mild Violence
Rayman 2 Revolution,Violence
Final Fantasy VIII,Language
Final Fantasy VIII,Suggestive Themes
Final Fantasy VIII,Violence
Star Wars Jedi Knight II: Jedi Outcast,Violence
Halo 2 Multiplayer Map Pack,Blood
Halo 2 Multiplayer Map Pack,Blood and Gore
Halo 2 Multiplayer Map Pack,Violence
Borderlands 2,Blood
Borderlands 2,Blood and Gore
Borderlands 2,Intense Violence
Borderlands 2,Language
Borderlands 2,Sexual Themes
Borderlands 2,Use of Alcohol
Borderlands 2,Violence
Shin Megami Tensei: Persona 3 Portable,Blood
Shin Megami Tensei: Persona 3 Portable,Language
Shin Megami Tensei: Persona 3 Portable,Nudity
Shin Megami Tensei: Persona 3 Portable,Partial Nudity
Shin Megami Tensei: Persona 3 Portable,Sexual Themes
Shin Megami Tensei: Persona 3 Portable,Violence
XCOM: Enemy Unknown,Blood
XCOM: Enemy Unknown,Blood and Gore
XCOM: Enemy Unknown,Language
XCOM: Enemy Unknown,Strong Language
XCOM: Enemy Unknown,Violence
Call of Duty 2,Blood
Call of Duty 2,Language
Call of Duty 2,Violence
Burnout Revenge,Violence
Dragon Quest VIII: Journey of the Cursed King,Alcohol Reference
Dragon Quest VIII: Journey of the Cursed King,Fantasy Violence
Dragon Quest VIII: Journey of the Cursed King,Language
Dragon Quest VIII: Journey of the Cursed King,Simulated Gambling
Dragon Quest VIII: Journey of the Cursed King,Suggestive Themes
Dragon Quest VIII: Journey of the Cursed King,Violence
Metroid: Zero Mission,Fantasy Violence
Metroid: Zero Mission,Violence
The Walking Dead: A Telltale Games Series,Blood
The Walking Dead: A Telltale Games Series,Blood and Gore
The Walking Dead: A Telltale Games Series,Drug Reference
The Walking Dead: A Telltale Games Series,Intense Violence
The Walking Dead: A Telltale Games Series,Language
The Walking Dead: A Telltale Games Series,Sexual Themes
The Walking Dead: A Telltale Games Series,Strong Language
The Walking Dead: A Telltale Games Series,Violence
Age of Mythology,Blood
Age of Mythology,Violence
Pikmin,Mild Violence
Pikmin,Violence
Sacrifice,Animated Blood
Sacrifice,Blood
Sacrifice,Violence
Samba de Amigo,Comic Mischief
Wipeout 3,Violence
Plants vs. Zombies,Animated Blood
Plants vs. Zombies,Blood
Plants vs. Zombies,Violence
Rez HD,Mild Violence
Rez HD,Violence
Demon's Souls,Blood
Demon's Souls,Violence
The Elder Scrolls III: Morrowind,Blood
The Elder Scrolls III: Morrowind,Violence
Castlevania: Symphony of the Night,Animated Blood
Castlevania: Symphony of the Night,Blood
Castlevania: Symphony of the Night,Blood and Gore
Castlevania: Symphony of the Night,Violence
Fable II,Blood
Fable II,Language
Fable II,Sexual Content
Fable II,Use of Alcohol
Fable II,Violence
Fallout,Animated Blood
Fallout,Blood
Fallout,Blood and Gore
The Beatles: Rock Band,Lyrics
The Beatles: Rock Band,Tobacco Reference
Assassin's Creed: Brotherhood,Blood
Assassin's Creed: Brotherhood,Language
Assassin's Creed: Brotherhood,Sexual Themes
Assassin's Creed: Brotherhood,Strong Language
Assassin's Creed: Brotherhood,Violence
Left 4 Dead 2,Blood
Left 4 Dead 2,Blood and Gore
Left 4 Dead 2,Intense Violence
Left 4 Dead 2,Language
Left 4 Dead 2,Violence
Left 4 Dead,Blood
Left 4 Dead,Blood and Gore
Left 4 Dead,Intense Violence
Left 4 Dead,Language
Left 4 Dead,Violence
Left 4 Dead,Blood
Left 4 Dead,Blood and Gore
Left 4 Dead,Intense Violence
Left 4 Dead,Language
Left 4 Dead,Violence
Jade Empire,Blood
Jade Empire,Blood and Gore
Jade Empire,Violence
Tony Hawk's Underground,Blood
Tony Hawk's Underground,Language
Tony Hawk's Underground,Mild Violence
Tony Hawk's Underground,Strong Language
Tony Hawk's Underground,Suggestive Themes
Tony Hawk's Underground,Violence
NHL 2K3,Violence
Phantasy Star Online,Animated Blood
Phantasy Star Online,Blood
Phantasy Star Online,Violence
Resident Evil 2,Blood
Resident Evil 2,Blood and Gore
Resident Evil 2,Violence
Tekken 2,Suggestive Themes
Tekken 2,Violence
Need for Speed: Hot Pursuit,Violence
F-Zero GX,Comic Mischief
F-Zero GX,Fantasy Violence
F-Zero GX,Mild Violence
F-Zero GX,Suggestive Themes
F-Zero GX,Violence
Mass Effect,Blood
Mass Effect,Language
Mass Effect,Nudity
Mass Effect,Partial Nudity
Mass Effect,Sexual Themes
Mass Effect,Violence
Dark Souls,Blood
Dark Souls,Blood and Gore
Dark Souls,Nudity
Dark Souls,Partial Nudity
Dark Souls,Violence
The Legend of Zelda: The Minish Cap,Fantasy Violence
The Legend of Zelda: The Minish Cap,Violence
Combat Mission: Barbarossa to Berlin,Violence
NHL 2002,Comic Mischief
NHL 2002,Violence
Homeworld: Cataclysm,Violence
Cave Story,Language
Cave Story,Violence
The Walking Dead: Episode 5 - No Time Left,Blood
The Walking Dead: Episode 5 - No Time Left,Blood and Gore
The Walking Dead: Episode 5 - No Time Left,Intense Violence
