naslov,zanr 
Bust-A-Move DS,Matching
Bust-A-Move DS,Matching
Legacy of Kain: Defiance,Action Adventure
Legacy of Kain: Defiance,Horror
kill.switch,Action
kill.switch,Shooter
kill.switch,Third-Person
kill.switch,Modern
Star Wars Rogue Squadron III: Rebel Strike,Simulation
Star Wars Rogue Squadron III: Rebel Strike,Sci-Fi
Star Wars Rogue Squadron III: Rebel Strike,Small Spaceship
Savage: The Battle for Newerth,Action
Savage: The Battle for Newerth,Shooter
Savage: The Battle for Newerth,Shooter
Savage: The Battle for Newerth,First-Person
Savage: The Battle for Newerth,Fantasy
Savage: The Battle for Newerth,Fantasy
Savage: The Battle for Newerth,Arcade
Hegemonia: Legions of Iron,Strategy
Hegemonia: Legions of Iron,Real-Time
Hegemonia: Legions of Iron,Sci-Fi
Hegemonia: Legions of Iron,Sci-Fi
Hegemonia: Legions of Iron,General
Need for Speed: Hot Pursuit 2,Driving
Need for Speed: Hot Pursuit 2,Racing
Need for Speed: Hot Pursuit 2,Arcade
The Sims: Vacation,Simulation
The Sims: Vacation,Miscellaneous
The Sims: Vacation,Virtual Life
The Sims: Vacation,Virtual
The Sims: Vacation,Virtual Life
Victorious Boxers: Ippo's Road to Glory,Sports
Victorious Boxers: Ippo's Road to Glory,Traditional
Victorious Boxers: Ippo's Road to Glory,Boxing
World Driver Championship,Driving
World Driver Championship,Racing
World Driver Championship,GT / Street
WWE All Stars,Action
WWE All Stars,Sports
WWE All Stars,Fighting
WWE All Stars,Fighting
WWE All Stars,Individual
WWE All Stars,Wrestling
WWE All Stars,Combat
WWE All Stars,Wrestling
Last Day of June,Adventure
Last Day of June,General
Last Day of June,3D
Last Day of June,Third-Person
Def Jam Rapstar,Action
Def Jam Rapstar,Miscellaneous
Def Jam Rapstar,Rhythm
Def Jam Rapstar,Music
Def Jam Rapstar,Music
Rugby 2005,Sports
Rugby 2005,Alternative
Rugby 2005,Rugby
Payday 2,Action
Payday 2,Shooter
Payday 2,Shooter
Payday 2,First-Person
Payday 2,Fantasy
Payday 2,General
Payday 2,Fantasy
Payday 2,Arcade
Zone of the Enders HD Collection,Miscellaneous
Zone of the Enders HD Collection,Compilation
Zone of the Enders HD Collection,Compilation
Ridge Racer 3D,Driving
Ridge Racer 3D,Racing
Ridge Racer 3D,General
Ridge Racer 3D,General
Ridge Racer 3D,Arcade
Ridge Racer 3D,Automobile
Painkiller: Battle out of Hell,Action
Painkiller: Battle out of Hell,Shooter
Painkiller: Battle out of Hell,Shooter
Painkiller: Battle out of Hell,First-Person
Painkiller: Battle out of Hell,Fantasy
Painkiller: Battle out of Hell,Fantasy
Painkiller: Battle out of Hell,Arcade
Art Academy,Miscellaneous
Art Academy,Edutainment
Art Academy,Edutainment
Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,Role-Playing
Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,Japanese-Style
SingStar Country,Miscellaneous
SingStar Country,Rhythm
SingStar Country,Music
Fate/Extella Link,Action
Fate/Extella Link,Beat-'Em-Up
Fate/Extella Link,3D
Below,Action
Below,General
Call of Duty: World at War,Action
Call of Duty: World at War,Shooter
Call of Duty: World at War,Shooter
Call of Duty: World at War,First-Person
Call of Duty: World at War,Historic
Call of Duty: World at War,Historic
Call of Duty: World at War,Arcade
Black & White 2,Strategy
Black & White 2,Real-Time
Black & White 2,Fantasy
Black & White 2,General
Black & White 2,Fantasy
Raiden V,Action
Raiden V,Shooter
Raiden V,Shoot-'Em-Up
Raiden V,Vertical
Pursuit Force,Simulation
Pursuit Force,Driving
Pursuit Force,Car Combat
Pursuit Force,Car Combat
Pursuit Force,Vehicle
Pursuit Force,Combat
Dragon Star Varnir,Role-Playing
Dragon Star Varnir,Action Adventure
Dragon Star Varnir,General
Dragon Star Varnir,Japanese-Style
Taito Legends,Miscellaneous
Taito Legends,Compilation
Taito Legends,Compilation
ToeJam & Earl: Back in the Groove!,Action
ToeJam & Earl: Back in the Groove!,General
ToeJam & Earl: Back in the Groove!,Platformer
ToeJam & Earl: Back in the Groove!,2D
Nano Assault,Action
Nano Assault,Shooter
Nano Assault,Shooter
Nano Assault,Scrolling
Nano Assault,Scrolling
Nano Assault,Shoot-'Em-Up
Nano Assault,Top-Down
Assetto Corsa Competizione,Racing
Assetto Corsa Competizione,Simulation
Assetto Corsa Competizione,Automobile
Star Conflict,Action
Star Conflict,Role-Playing
Star Conflict,General
Star Conflict,General
Star Conflict,Massively Multiplayer
Atelier Ryza: Ever Darkness & the Secret Hideout,General
Atelier Ryza: Ever Darkness & the Secret Hideout,Role-Playing
Atelier Ryza: Ever Darkness & the Secret Hideout,Japanese-Style
Elebits: The Adventures of Kai and Zero,Adventure
Elebits: The Adventures of Kai and Zero,3D
Elebits: The Adventures of Kai and Zero,Fantasy
Elebits: The Adventures of Kai and Zero,Third-Person
Elebits: The Adventures of Kai and Zero,Fantasy
We Love Golf!,Sports
We Love Golf!,Traditional
We Love Golf!,Individual
We Love Golf!,Golf
We Love Golf!,Arcade
We Love Golf!,Arcade
Mortal Kombat 11: Aftermath,Action
Mortal Kombat 11: Aftermath,Fighting
Mortal Kombat 11: Aftermath,2D
Labyrinth of Refrain: Coven of Dusk,Role-Playing
Labyrinth of Refrain: Coven of Dusk,Japanese-Style
Gravity Crash Ultra,Action
Gravity Crash Ultra,Shooter
Gravity Crash Ultra,Scrolling
Gravity Crash Ultra,Shoot-'Em-Up
Gravity Crash Ultra,Top-Down
Anodyne,Action Adventure
Anodyne,Adventure
Anodyne,General
Anodyne,General
Anodyne,Open-World
Manhunt,Action Adventure
Manhunt,Modern
Manhunt,General
Manhunt,Modern
Crimson Sea 2,Action
Crimson Sea 2,Beat-'Em-Up
Disney Sports Soccer,Sports
Disney Sports Soccer,Traditional
Disney Sports Soccer,Soccer
Disney Sports Soccer,Arcade
Bomberman Max 2: Red Advance,Miscellaneous
Bomberman Max 2: Red Advance,Puzzle
Bomberman Max 2: Red Advance,General
Star Wars Galactic Battlegrounds,Strategy
Star Wars Galactic Battlegrounds,Real-Time
Star Wars Galactic Battlegrounds,Sci-Fi
Star Wars Galactic Battlegrounds,General
Earth 2150: The Moon Project,Strategy
Earth 2150: The Moon Project,General
Earth 2150: The Moon Project,General
FRACT OSC,Miscellaneous
FRACT OSC,Puzzle
FRACT OSC,General
FRACT OSC,Puzzle
FRACT OSC,Puzzle
FRACT OSC,General
Ice Age: Dawn of the Dinosaurs,Action
Ice Age: Dawn of the Dinosaurs,General
Ice Age: Dawn of the Dinosaurs,General
All-Pro Football 2K8,Sports
All-Pro Football 2K8,Traditional
All-Pro Football 2K8,Team
All-Pro Football 2K8,Football
All-Pro Football 2K8,Sim
All-Pro Football 2K8,Sim
Willy Jetman: Astromonkey's Revenge,Action Adventure
Willy Jetman: Astromonkey's Revenge,Open-World
Aqua Kitty UDX,Action
Aqua Kitty UDX,General
Ken Follett's The Pillars of the Earth,Adventure
Ken Follett's The Pillars of the Earth,Visual Novel
Destiny,Shooter
Destiny,Sci-Fi
Destiny,Action
Destiny,Shooter
Destiny,First-Person
Destiny,Sci-Fi
Destiny,Arcade
MLB 13: The Show,Sports
MLB 13: The Show,Traditional
MLB 13: The Show,Team
MLB 13: The Show,Baseball
MLB 13: The Show,Sim
MLB 13: The Show,Sim
Savage 2: A Tortured Soul,Action
Savage 2: A Tortured Soul,Shooter
Savage 2: A Tortured Soul,Shooter
Savage 2: A Tortured Soul,First-Person
Savage 2: A Tortured Soul,Fantasy
Savage 2: A Tortured Soul,Fantasy
Savage 2: A Tortured Soul,Arcade
Hard Corps: Uprising,Action
Hard Corps: Uprising,Platformer
Hard Corps: Uprising,Platformer
Hard Corps: Uprising,Shooter
Hard Corps: Uprising,2D
Hard Corps: Uprising,2D
Hard Corps: Uprising,Scrolling
Hard Corps: Uprising,Shoot-'Em-Up
Hard Corps: Uprising,Vertical
SiN Episodes: Emergence,Action
SiN Episodes: Emergence,Shooter
SiN Episodes: Emergence,Shooter
SiN Episodes: Emergence,First-Person
SiN Episodes: Emergence,Sci-Fi
SiN Episodes: Emergence,Sci-Fi
SiN Episodes: Emergence,Arcade
Call of Duty 4: Modern Warfare,Action
Call of Duty 4: Modern Warfare,Shooter
Call of Duty 4: Modern Warfare,Shooter
Call of Duty 4: Modern Warfare,First-Person
Call of Duty 4: Modern Warfare,Modern
Call of Duty 4: Modern Warfare,Modern
Call of Duty 4: Modern Warfare,Arcade
Guilty Gear XX Accent Core,Action
Guilty Gear XX Accent Core,Fighting
Guilty Gear XX Accent Core,Fighting
Guilty Gear XX Accent Core,2D
Guilty Gear XX Accent Core,2D
Feel the Magic: XY/XX,Miscellaneous
Feel the Magic: XY/XX,Puzzle
Feel the Magic: XY/XX,Puzzle
Feel the Magic: XY/XX,General
Feel the Magic: XY/XX,Puzzle
Feel the Magic: XY/XX,Party / Minigame
Feel the Magic: XY/XX,General
Mafia II,Action Adventure
Mafia II,Historic
Mafia II,General
Mafia II,Historic
Mafia II,Open-World
The Denpa Men 3: The Rise of Digitoll,Role-Playing
The Denpa Men 3: The Rise of Digitoll,General
Utawarerumono: Mask of Truth,Strategy
Utawarerumono: Mask of Truth,Turn-Based
Utawarerumono: Mask of Truth,General
Ittle Dew 2,Role-Playing
Ittle Dew 2,Action Adventure
Ittle Dew 2,General
Ittle Dew 2,Action RPG
Shantae and the Pirate's Curse,Action
Shantae and the Pirate's Curse,Platformer
Shantae and the Pirate's Curse,2D
The Wolf Among Us: Episode 5 - Cry Wolf,Action Adventure
The Wolf Among Us: Episode 5 - Cry Wolf,Adventure
The Wolf Among Us: Episode 5 - Cry Wolf,General
The Wolf Among Us: Episode 5 - Cry Wolf,Fantasy
The Wolf Among Us: Episode 5 - Cry Wolf,Point-and-Click
Transformers: War for Cybertron,Action
Transformers: War for Cybertron,Action Adventure
Transformers: War for Cybertron,Sci-Fi
Transformers: War for Cybertron,Sci-Fi
Transformers: War for Cybertron,General
Transformers: War for Cybertron,Shooter
Transformers: War for Cybertron,Third-Person
Transformers: War for Cybertron,Arcade
Ace Combat Zero: The Belkan War,Simulation
Ace Combat Zero: The Belkan War,Flight
Ace Combat Zero: The Belkan War,Modern Jet
The Room VR: A Dark Matter,Adventure
The Room VR: A Dark Matter,3D
The Room VR: A Dark Matter,First-Person
The Little Acre,Action Adventure
The Little Acre,Linear
Stick it to the Man!,Action
Stick it to the Man!,Platformer
Stick it to the Man!,3D
Shadowbane,Role-Playing
Shadowbane,Massively Multiplayer Online
Shadowbane,Massively Multiplayer
Shadowbane,Fantasy
Shadowbane,Fantasy
Fire Emblem: Three Houses - Side Story: Cindered Shadows,Strategy
Fire Emblem: Three Houses - Side Story: Cindered Shadows,Turn-Based
Fire Emblem: Three Houses - Side Story: Cindered Shadows,Tactics
Immortal Cities: Children of the Nile,Strategy
Immortal Cities: Children of the Nile,City Building
Immortal Cities: Children of the Nile,Management
Immortal Cities: Children of the Nile,Historic
Immortal Cities: Children of the Nile,Historic
Immortal Cities: Children of the Nile,Government
Test Drive Unlimited,Driving
Test Drive Unlimited,Racing
Test Drive Unlimited,GT / Street
The Maw,Action
The Maw,Platformer
The Maw,Platformer
The Maw,3D
The Maw,3D
Crossing Souls,Action Adventure
Crossing Souls,General
Raskulls,Miscellaneous
Raskulls,Puzzle
Raskulls,Action
Raskulls,Puzzle
Raskulls,Puzzle
Raskulls,Action
Crying Suns,Strategy
Crying Suns,General
Heavy Rain,Adventure
Heavy Rain,3D
Heavy Rain,Third-Person
BattleForge,Strategy
BattleForge,Real-Time
BattleForge,Fantasy
BattleForge,General
BattleForge,Fantasy
Madden NFL 08,Sports
Madden NFL 08,Traditional
Madden NFL 08,Team
Madden NFL 08,Football
Madden NFL 08,Sim
Madden NFL 08,Sim
Patapon 2 Remastered,Action
Patapon 2 Remastered,General
Gravity Ghost,Action
Gravity Ghost,General
WWE SmackDown vs. Raw 2011,Action
WWE SmackDown vs. Raw 2011,Sports
WWE SmackDown vs. Raw 2011,Fighting
WWE SmackDown vs. Raw 2011,Fighting
WWE SmackDown vs. Raw 2011,Individual
WWE SmackDown vs. Raw 2011,Wrestling
WWE SmackDown vs. Raw 2011,Combat
WWE SmackDown vs. Raw 2011,Wrestling
Elebits,Action
Elebits,General
Elebits,General
Full Metal Furies,Action
Full Metal Furies,2D
Full Metal Furies,Beat-'Em-Up
The Evil Within,Horror
The Evil Within,Action Adventure
The Evil Within,Horror
The Evil Within,Survival
AquaPazza: AquaPlus Dream Match,Action
AquaPazza: AquaPlus Dream Match,Fighting
AquaPazza: AquaPlus Dream Match,Fighting
AquaPazza: AquaPlus Dream Match,2D
AquaPazza: AquaPlus Dream Match,2D
River City Ransom EX,Action
River City Ransom EX,Beat-'Em-Up
The Elder Scrolls Online: Morrowind,Role-Playing
The Elder Scrolls Online: Morrowind,Massively Multiplayer
Folklore,Action Adventure
Folklore,Fantasy
Folklore,General
Folklore,Fantasy
Syndicate,Action
Syndicate,General
Syndicate,Shooter
Syndicate,General
Syndicate,Shooter
Syndicate,First-Person
Syndicate,Sci-Fi
Syndicate,Arcade
Magic: The Gathering - Duels of the Planeswalkers,Strategy
Magic: The Gathering - Duels of the Planeswalkers,Miscellaneous
Magic: The Gathering - Duels of the Planeswalkers,Turn-Based
Magic: The Gathering - Duels of the Planeswalkers,Card Battle
Magic: The Gathering - Duels of the Planeswalkers,Card Battle
RIVE,Action
RIVE,Platformer
RIVE,2D
Frontlines: Fuel of War,Action
Frontlines: Fuel of War,Shooter
Frontlines: Fuel of War,Shooter
Frontlines: Fuel of War,First-Person
Frontlines: Fuel of War,Sci-Fi
Frontlines: Fuel of War,Sci-Fi
Frontlines: Fuel of War,Arcade
Dead or Alive 5 Ultimate,Action
Dead or Alive 5 Ultimate,Fighting
Dead or Alive 5 Ultimate,Fighting
Dead or Alive 5 Ultimate,3D
Dead or Alive 5 Ultimate,3D
Victor Vran,General
Victor Vran,Role-Playing
Victor Vran,Action RPG
Dying Light,Horror
Dying Light,Horror
Dying Light,Action Adventure
Dying Light,Survival
Resident Evil: Revelations 2 - Episode 1: Penal Colony,Action Adventure
Resident Evil: Revelations 2 - Episode 1: Penal Colony,Survival
Roundabout,Driving
Roundabout,Racing
Roundabout,Arcade
Roundabout,Mission-based
Roundabout,Automobile
The Night of the Rabbit,Adventure
The Night of the Rabbit,General
The Night of the Rabbit,General
The Night of the Rabbit,Point-and-Click
Me & My Katamari,Action Adventure
Me & My Katamari,Fantasy
Me & My Katamari,General
Me & My Katamari,Fantasy
Archer Maclean's Mercury,Miscellaneous
Archer Maclean's Mercury,Puzzle
Archer Maclean's Mercury,Puzzle
Archer Maclean's Mercury,General
Archer Maclean's Mercury,Puzzle
Archer Maclean's Mercury,General
Front Mission 4,Strategy
Front Mission 4,Turn-Based
Front Mission 4,Sci-Fi
All-Star Baseball 2005,Sports
All-Star Baseball 2005,Traditional
All-Star Baseball 2005,Baseball
All-Star Baseball 2005,Sim
I-Ninja,Action Adventure
I-Ninja,Modern
Dark Age of Camelot: Trials of Atlantis,Role-Playing
Dark Age of Camelot: Trials of Atlantis,Massively Multiplayer Online
Dark Age of Camelot: Trials of Atlantis,Massively Multiplayer
Dark Age of Camelot: Trials of Atlantis,Fantasy
Dark Age of Camelot: Trials of Atlantis,Fantasy
Monster Truck Madness,Driving
Monster Truck Madness,Racing
Monster Truck Madness,Truck
The Lost Vikings,Miscellaneous
The Lost Vikings,Puzzle
The Lost Vikings,General
Star Wars Jedi Knight II: Jedi Outcast,Action
Star Wars Jedi Knight II: Jedi Outcast,Shooter
Star Wars Jedi Knight II: Jedi Outcast,First-Person
Star Wars Jedi Knight II: Jedi Outcast,Sci-Fi
Aggressive Inline,Sports
Aggressive Inline,Alternative
Aggressive Inline,Skating
Bomberman Max 2: Blue Advance,Miscellaneous
Bomberman Max 2: Blue Advance,Puzzle
Bomberman Max 2: Blue Advance,General
Spider-Man: The Movie,Action
Spider-Man: The Movie,Action Adventure
Spider-Man: The Movie,Shooter
Spider-Man: The Movie,Beat-'Em-Up
Spider-Man: The Movie,Open-World
Spider-Man: The Movie,Third-Person
Spider-Man: The Movie,2D
Spider-Man: The Movie,3D
Spider-Man: The Movie,Fantasy
The Typing of the Dead,Action
The Typing of the Dead,Shooter
The Typing of the Dead,Shooter
The Typing of the Dead,Light Gun
The Typing of the Dead,Light Gun
SimCoaster,Strategy
SimCoaster,Tycoon
SimCoaster,Management
SimCoaster,Tycoon
SimCoaster,Business / Tycoon
Super Bust-A-Move,Miscellaneous
Super Bust-A-Move,Puzzle
Super Bust-A-Move,Puzzle
Super Bust-A-Move,Matching
Tom Clancy's Rainbow Six: Rogue Spear,Action
Tom Clancy's Rainbow Six: Rogue Spear,Shooter
Tom Clancy's Rainbow Six: Rogue Spear,First-Person
Tom Clancy's Rainbow Six: Rogue Spear,Tactical
Tom Clancy's Rainbow Six: Rogue Spear,Modern
Kessen,Strategy
Kessen,Real-Time
Kessen,Historic
Ruiner,Action
Ruiner,General
The Sims 2,Miscellaneous
The Sims 2,Virtual Life
Pokemon Sword / Shield: The Crown Tundra,Role-Playing
Pokemon Sword / Shield: The Crown Tundra,Trainer
Call of Duty: Black Ops II - Revolution,Action
Call of Duty: Black Ops II - Revolution,Shooter
Call of Duty: Black Ops II - Revolution,Shooter
Call of Duty: Black Ops II - Revolution,First-Person
Call of Duty: Black Ops II - Revolution,Historic
Call of Duty: Black Ops II - Revolution,Modern
Call of Duty: Black Ops II - Revolution,Arcade
Get Even,Modern
Get Even,Action
Get Even,Shooter
Get Even,First-Person
Get Even,Arcade
Culdcept Saga,Strategy
Culdcept Saga,Miscellaneous
Culdcept Saga,Turn-Based
Culdcept Saga,Card Battle
Culdcept Saga,Card Battle
Battlezone: Gold Edition,Action
Battlezone: Gold Edition,Simulation
Battlezone: Gold Edition,Arcade
Battlezone: Gold Edition,Vehicle
Battlezone: Gold Edition,Combat
Pokemon Picross,Miscellaneous
Pokemon Picross,General
Pokemon Picross,Puzzle
Pokemon Picross,Logic
Spin the Bottle: Bumpie's Party,Miscellaneous
Spin the Bottle: Bumpie's Party,Party
Spin the Bottle: Bumpie's Party,Party
Spin the Bottle: Bumpie's Party,Party / Minigame
PlayStation All-Stars Battle Royale,Action
PlayStation All-Stars Battle Royale,Fighting
PlayStation All-Stars Battle Royale,Fighting
PlayStation All-Stars Battle Royale,2D
PlayStation All-Stars Battle Royale,2D
Iron Brigade,Action
Iron Brigade,Strategy
Iron Brigade,Shooter
Iron Brigade,Real-Time
Iron Brigade,General
Iron Brigade,Third-Person
Iron Brigade,Defense
Iron Brigade,Sci-Fi
Naruto: Ultimate Ninja Storm,Action
Naruto: Ultimate Ninja Storm,Fighting
Naruto: Ultimate Ninja Storm,Fighting
Naruto: Ultimate Ninja Storm,3D
Naruto: Ultimate Ninja Storm,3D
I Am Setsuna,Role-Playing
I Am Setsuna,Japanese-Style
Alice: Madness Returns,Action Adventure
Alice: Madness Returns,Adventure
Alice: Madness Returns,General
Alice: Madness Returns,Horror
Alice: Madness Returns,Horror
Alice: Madness Returns,Survival
Concrete Genie,Adventure
Concrete Genie,3D
Concrete Genie,Third-Person
Hitman - Intro Pack,Action Adventure
Hitman - Intro Pack,General
Not a Hero,Action
Not a Hero,General
Not a Hero,Platformer
Not a Hero,Shooter
Not a Hero,2D
Not a Hero,Shoot-'Em-Up
Not a Hero,Horizontal
Afterparty,Adventure
Afterparty,General
LEGO Rock Band,Action
LEGO Rock Band,Miscellaneous
LEGO Rock Band,Rhythm
LEGO Rock Band,Music
LEGO Rock Band,Music
Bloodroots,Action
Bloodroots,Beat-'Em-Up
Bloodroots,3D
Persona Dancing: Endless Night Collection,Miscellaneous
Persona Dancing: Endless Night Collection,Compilation
Valentino Rossi The Game,Racing
Valentino Rossi The Game,Simulation
Valentino Rossi The Game,Automobile
GRID Autosport,Driving
GRID Autosport,Racing
GRID Autosport,Simulation
GRID Autosport,GT / Street
GRID Autosport,Automobile
Star Trek: Bridge Crew,Action Adventure
Star Trek: Bridge Crew,General
The Sims 2,Miscellaneous
The Sims 2,Virtual Life
Attack on Titan 2,Action
Attack on Titan 2,General
Scarface: The World Is Yours,Action Adventure
Scarface: The World Is Yours,Modern
Ghost of a Tale,Fantasy
Ghost of a Tale,Action Adventure
Ghost of a Tale,General
Tokyo Xanadu eX+,Role-Playing
Tokyo Xanadu eX+,Action RPG
Table Top Racing: World Tour,Racing
Table Top Racing: World Tour,Arcade
Table Top Racing: World Tour,Automobile
Transformers: Devastation,Action
Transformers: Devastation,Beat-'Em-Up
Transformers: Devastation,3D
Cloudberry Kingdom,Action
Cloudberry Kingdom,General
Cloudberry Kingdom,Platformer
Cloudberry Kingdom,Platformer
Cloudberry Kingdom,2D
Cloudberry Kingdom,2D
And Yet It Moves,Action
And Yet It Moves,Platformer
And Yet It Moves,Platformer
And Yet It Moves,2D
And Yet It Moves,2D
Top Spin 3,Sports
Top Spin 3,Traditional
Top Spin 3,Individual
Top Spin 3,Tennis
Top Spin 3,Tennis
Fenix Rage,Action
Fenix Rage,Platformer
Fenix Rage,2D
Uplink: Hacker Elite,Simulation
Uplink: Hacker Elite,Adventure
Uplink: Hacker Elite,Third-Person
Uplink: Hacker Elite,Virtual
Uplink: Hacker Elite,Sci-Fi
Uplink: Hacker Elite,Sci-Fi
Uplink: Hacker Elite,Career
Another World,Action
Another World,Platformer
Another World,2D
"Sakura Wars: So Long, My Love",Strategy
"Sakura Wars: So Long, My Love",Turn-Based
"Sakura Wars: So Long, My Love",Fantasy
"Sakura Wars: So Long, My Love",Fantasy
"Sakura Wars: So Long, My Love",Tactics
Quake 4,Action
Quake 4,Shooter
Quake 4,Shooter
Quake 4,First-Person
Quake 4,Sci-Fi
Quake 4,Sci-Fi
Quake 4,Arcade
Crash Bandicoot 2: N-Tranced,Action
Crash Bandicoot 2: N-Tranced,Platformer
Crash Bandicoot 2: N-Tranced,2D
Dead Head Fred,Action Adventure
Dead Head Fred,Horror
Dead Head Fred,Horror
Dead Head Fred,Survival
DiRT Showdown,Rally / Offroad
DiRT Showdown,Driving
DiRT Showdown,Racing
DiRT Showdown,Simulation
DiRT Showdown,Rally / Offroad
DiRT Showdown,Automobile
Manifold Garden,Action Adventure
Manifold Garden,General
DreamWorks Kung Fu Panda,Action
DreamWorks Kung Fu Panda,Platformer
DreamWorks Kung Fu Panda,Platformer
DreamWorks Kung Fu Panda,3D
DreamWorks Kung Fu Panda,3D
Push Me Pull You,Sports
Push Me Pull You,General
Shank,Action
Shank,Beat-'Em-Up
Shank,Beat-'Em-Up
Shank,2D
Yomawari: Night Alone,Action Adventure
Yomawari: Night Alone,Adventure
Yomawari: Night Alone,3D
Yomawari: Night Alone,Survival
Yomawari: Night Alone,First-Person
Kingdom Hearts 358/2 Days,Role-Playing
Kingdom Hearts 358/2 Days,Action RPG
Kingdom Hearts 358/2 Days,Action RPG
Darkwatch,Action
Darkwatch,Shooter
Darkwatch,First-Person
Darkwatch,Fantasy
Attentat 1942,Adventure
Attentat 1942,General
Exit,Miscellaneous
Exit,Puzzle
Exit,Puzzle
Exit,General
Exit,Puzzle
Exit,General
Kerbal Space Program,Simulation
Kerbal Space Program,Space
Kerbal Space Program,Combat
Resident Evil: Revelations 2,Horror
Resident Evil: Revelations 2,Action Adventure
Resident Evil: Revelations 2,Survival
Sly Cooper: Thieves in Time,Action
Sly Cooper: Thieves in Time,Platformer
Sly Cooper: Thieves in Time,3D
Sly Cooper: Thieves in Time,Action Adventure
Sly Cooper: Thieves in Time,Fantasy
Sly Cooper: Thieves in Time,General
Sly Cooper: Thieves in Time,Fantasy
Final Fantasy Fables: Chocobo Tales,Role-Playing
Final Fantasy Fables: Chocobo Tales,Action Adventure
Final Fantasy Fables: Chocobo Tales,Adventure
Final Fantasy Fables: Chocobo Tales,Console-style RPG
Final Fantasy Fables: Chocobo Tales,General
Final Fantasy Fables: Chocobo Tales,Console-style RPG
Final Fantasy Fables: Chocobo Tales,Japanese-Style
ScourgeBringer,Adventure
ScourgeBringer,General
ScourgeBringer,Action
ScourgeBringer,Platformer
ScourgeBringer,2D
Dark Fall 3: Lost Souls,Adventure
Dark Fall 3: Lost Souls,3D
Dark Fall 3: Lost Souls,First-Person
Dark Fall 3: Lost Souls,Modern
Dark Fall 3: Lost Souls,Modern
Pro Evolution Soccer 2009,Sports
Pro Evolution Soccer 2009,Traditional
Pro Evolution Soccer 2009,Team
Pro Evolution Soccer 2009,Soccer
Pro Evolution Soccer 2009,Sim
Pro Evolution Soccer 2009,Sim
Blitzkrieg: Burning Horizon,Strategy
Blitzkrieg: Burning Horizon,Real-Time
Blitzkrieg: Burning Horizon,Historic
Blitzkrieg: Burning Horizon,General
Blitzkrieg: Burning Horizon,Historic
Blitzkrieg: Burning Horizon,Tactics
Transformers,Action
Transformers,Shooter
Transformers,Third-Person
Transformers,Sci-Fi
Jurassic Park: Operation Genesis,Strategy
Jurassic Park: Operation Genesis,Tycoon
BloodRayne,Action
BloodRayne,Shooter
BloodRayne,Third-Person
BloodRayne,Fantasy
Beyond Atlantis II,Adventure
Beyond Atlantis II,General
Beyond Atlantis II,General
Toy Story 2: Buzz Lightyear to the Rescue!,Action
Toy Story 2: Buzz Lightyear to the Rescue!,General
Sleeping Dogs: Definitive Edition,Action Adventure
Sleeping Dogs: Definitive Edition,Modern
Sleeping Dogs: Definitive Edition,Open-World
El Shaddai: Ascension of the Metatron,Action
El Shaddai: Ascension of the Metatron,Action Adventure
El Shaddai: Ascension of the Metatron,General
El Shaddai: Ascension of the Metatron,Fantasy
El Shaddai: Ascension of the Metatron,General
El Shaddai: Ascension of the Metatron,Fantasy
Metal Gear Acid,Strategy
Metal Gear Acid,Turn-Based
Metal Gear Acid,Modern
Metal Gear Acid,Modern
Metal Gear Acid,Card Battle
NBA Live 19,Sports
NBA Live 19,Team
NBA Live 19,Basketball
NBA Live 19,Sim
Game of Thrones: Episode Six - The Ice Dragon,Action
Game of Thrones: Episode Six - The Ice Dragon,General
Game of Thrones: Episode Six - The Ice Dragon,Adventure
Game of Thrones: Episode Six - The Ice Dragon,Point-and-Click
The Dishwasher: Dead Samurai,Action
The Dishwasher: Dead Samurai,Beat-'Em-Up
The Dishwasher: Dead Samurai,Beat-'Em-Up
The Dishwasher: Dead Samurai,2D
Grand Theft Auto: Vice City Stories,Action Adventure
Grand Theft Auto: Vice City Stories,Modern
The Ninja Saviors: Return of the Warriors,Action
The Ninja Saviors: Return of the Warriors,Beat-'Em-Up
The Ninja Saviors: Return of the Warriors,2D
My Time At Portia,Simulation
My Time At Portia,Virtual
My Time At Portia,Virtual Life
Hotline Miami 2: Wrong Number,General
Hotline Miami 2: Wrong Number,Action
Hotline Miami 2: Wrong Number,Action Adventure
Hotline Miami 2: Wrong Number,General
Hotline Miami 2: Wrong Number,Linear
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Fantasy
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Action Adventure
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Adventure
The Wolf Among Us: Episode 4 - In Sheep's Clothing,General
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Fantasy
The Wolf Among Us: Episode 4 - In Sheep's Clothing,Point-and-Click
The Next Big Thing,Adventure
The Next Big Thing,General
The Next Big Thing,General
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,Miscellaneous
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,Adventure
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,General
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,3D
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,Compilation
Sam & Max: The Devil's Playhouse - Episode 3: They Stole Max's Brain!,Third-Person
